ari,nmi,sillhouette,db
0.13187777,0.0932177,0.26136875,1.71773965
0.1192684,0.08150879,0.23075498,1.9391406
0.12822671,0.09590662,0.18992965,2.25822595
0.21050303,0.14019676,0.19480167,2.34507959
0.12850181,0.10152494,0.19942077,2.06196482
0.39474805,0.2826263,0.25990446,1.83167723
0.13255185,0.10202636,0.27217946,1.58247674
0.11158019,0.07702196,0.34624745,1.30077824
0.21018138,0.13874875,0.51595243,0.85965462
