ari,nmi,sillhouette,db
0.16281262,0.11650552,0.33954779,1.44003785
0.17733479,0.13069622,0.3566947,1.36098938
0.14883009,0.10329917,0.35663086,1.36279115
0.15343106,0.10759616,0.38187564,1.26089873
0.16759331,0.12112281,0.36733323,1.3103935
0.09538656,0.05948149,0.35121296,1.40593214
0.09245751,0.05991615,0.33316713,1.43897666
0.11417194,0.07243978,0.47318035,0.96337779
0.06995231,0.03415862,0.60689903,0.63548627
