ari,nmi,sillhouette,db
0.11211214,0.06545454,0.57022965,0.69287481
0.15343106,0.10759616,0.52144238,0.77082912
0.16327829,0.12221691,0.47086146,0.89276891
0.16339987,0.12425801,0.41165119,1.03738851
0.15858554,0.11751291,0.37019492,1.19321553
0.15858554,0.11751291,0.34306269,1.29565897
0.16803127,0.12703952,0.33236206,1.33692682
0.17284452,0.13198407,0.31724251,1.40565195
0.17284452,0.13198407,0.30368072,1.46600013
