ari,nmi,sillhouette,db
0.13187777,0.0932177,0.26136875,1.71773965
0.11946712,0.08299929,0.22291274,2.02047755
0.10719733,0.07067446,0.21000622,2.17146475
0.06656738,0.04327422,0.20021273,2.2055506
0.11254132,0.09023015,0.2032803,2.01505047
0.12028753,0.09297759,0.22534832,1.8480514
0.13255185,0.10202636,0.27217946,1.58247674
0.20085981,0.13677255,0.34247348,1.41414371
0.21018138,0.13874875,0.51595243,0.85965462
