ari,nmi,sillhouette,db
0.00751766,0.00069259,0.10005877,3.16677463
-0.01609015,0.00979527,0.0453012,4.05719245
-0.02239811,0.0076022,0.03583353,4.02828197
-0.02133814,0.00786555,0.03208698,4.3379271
-0.02325148,0.00853746,0.03336675,4.46466551
-0.02137138,0.00773432,0.0302092,4.67735425
-0.01792549,0.00656015,0.02922449,4.87295513
-0.01572624,0.00530961,0.03011461,4.94612636
-0.01712086,0.00634894,0.02957071,5.03540126
