ari,nmi,sillhouette,db
0.1279255,0.03489331,0.54238036,1.50734352
0.13378667,0.03730581,0.46675522,1.93519249
0.15079996,0.0448936,0.42459371,2.13190165
0.15253492,0.04567454,0.37928646,2.35962092
0.15137542,0.04515197,0.3365953,2.56945011
0.15022733,0.04463714,0.29946643,2.75147221
0.153119,0.04593877,0.27403178,2.88452933
0.0855381,0.01813237,0.30385901,2.0861977
0.0855381,0.01813237,0.28985181,2.15914412
