ari,nmi,sillhouette,db
0.08671854,0.01862398,0.27338296,2.15933175
0.01383921,0.00769471,0.09285149,5.75499969
0.00764042,0.00253773,0.0717963,5.56935114
0.01252068,0.00416176,0.08224877,5.30040036
0.01265366,0.00356069,0.0846918,4.98735658
0.01256419,0.00353316,0.08647208,4.58978422
-0.02214735,0.00210714,0.21316869,2.23534287
-0.02224016,0.00212725,0.27441355,1.92305771
-0.02453785,0.00266619,0.3853116,1.56794481
