ari,nmi,sillhouette,db
0.24549579,0.27792927,0.124672,1.92634472
0.15141585,0.16502143,0.12948908,2.14668833
0.13411143,0.15829443,0.11945877,2.18809077
0.1716687,0.22505444,0.12290631,2.16445813
0.11743861,0.1614426,0.1359444,1.98614904
0.19963264,0.26204642,0.16832586,1.86827707
0.10906695,0.16327809,0.21791381,1.59800664
0.16716385,0.18864823,0.38917912,1.13342264
0.11279853,0.18787809,1.0,1e-08
