ari,nmi,sillhouette,db
0.20949082,0.15652993,1.0,0.0
0.14361985,0.15259325,0.59343627,0.67337125
0.09473924,0.12997243,0.33626501,1.2044335
0.16071406,0.16461648,0.25397554,1.39205997
0.06414986,0.09833586,0.16921432,1.71093047
0.12659308,0.15281774,0.1833419,1.74841494
0.1112746,0.14735326,0.17277428,1.79487205
0.12205568,0.15281221,0.15159581,1.85916046
0.2458541,0.29206268,0.13581836,1.87433555
