ari,nmi,sillhouette,db
0.24450511,0.29029319,0.12394798,1.99463764
0.19198327,0.2616767,0.14633571,1.75977931
0.21583385,0.25511121,0.17025271,1.70265229
0.07110734,0.15418076,0.23353359,1.50150927
0.09347496,0.18514999,0.32434035,1.26200806
0.06245182,0.14634595,0.39920424,1.17265876
0.04773536,0.15754371,0.56262133,0.88336181
0.04773536,0.15754371,0.87628849,0.57566763
0.08777737,0.18179259,0.97453756,0.50631007
