ari,nmi,sillhouette,db
-0.00232558,0.0,0.16878088,2.20882764
-0.00232558,0.0,0.20528128,1.95725558
-0.00232558,0.0,0.20528128,1.95725558
0.10904393,0.08170417,0.19582219,1.94952397
-0.00206665,0.0,0.26437125,1.52807335
-0.00206665,0.0,0.26437125,1.52807335
-0.0022968,0.0,0.39161511,1.20706664
-0.0022968,0.0,0.39161511,1.20706664
-0.00206665,0.0,0.74912892,0.33333333
