ari,nmi,silhouette,db
0.72639448,0.81294323,0.42955862,1.17319202
0.79635142,0.86285678,0.48455743,0.94392283
0.81183348,0.89557841,0.52559668,0.8401821
0.81183348,0.89557841,0.69618839,0.59159741
0.88514272,0.91431584,0.82859724,0.42963481
0.82788738,0.85193566,0.88678257,0.29213732
0.83109019,0.85275177,0.95528338,0.10713776
0.85348701,0.86519124,0.99999999,1e-08
0.71255904,0.77733293,1.0,1e-08
