ari,nmi,sillhouette,db
0.52803207,0.75354683,0.47247299,1.03191696
0.51962378,0.76017042,0.49993371,1.0035264
0.51113788,0.74465206,0.51667832,0.8443735
0.47220175,0.69382692,0.5430716,0.74547082
0.58804172,0.79903022,0.61076691,0.67384362
0.51091345,0.72417607,0.62287874,0.66841634
0.2852232,0.53712469,0.79815337,0.49989331
0.22317299,0.4513251,0.90047303,0.13405413
0.27999312,0.44111161,0.59561583,0.38113196
