ari,nmi,silhouette,db
0.64065577,0.74026226,0.3454485,1.28248771
0.66450501,0.7659741,0.35965353,1.18836538
0.66391801,0.80346683,0.35203178,1.27156214
0.48758997,0.70458644,0.36527981,1.12660911
0.49058836,0.68757058,0.48158358,0.96555928
0.4394021,0.63785342,0.49662138,0.88155533
0.46677737,0.63068041,0.78146964,0.41005477
0.44094549,0.61026107,0.96276409,0.23213412
0.06658767,0.29125809,0.99009901,0.0
