ari,nmi,sillhouette,db
0.74753115,0.84144256,0.38604291,1.08350464
0.86463442,0.87592235,0.45881573,1.00512443
0.68360849,0.83847831,0.40431581,1.16982979
0.53291769,0.70364964,0.38432541,1.25932596
0.50044225,0.67737085,0.40898107,1.11471497
0.41814403,0.62475745,0.4144987,1.02288056
0.31550912,0.53444135,0.46791642,0.9207033
0.17623874,0.39697857,0.58278661,0.82027228
0.26883665,0.48695302,0.89896759,0.28502684
