ari,nmi,silhouette,db
-0.04586533,0.01358752,0.1696041,3.27998817
-0.01537291,0.08804882,0.10397218,3.28163482
-0.02844097,0.01953716,0.13264034,3.18598669
-0.06670396,0.02717761,0.29281645,2.47379673
0.10477633,0.04993714,0.1347675,3.04120074
0.00276249,0.00010215,0.18022008,2.55437892
-0.00431367,0.02317736,0.12949536,2.73130407
-0.01654918,0.00339096,0.15468429,2.85684052
-0.0804077,0.03719397,0.33711207,1.86904382
