ari,nmi,silhouette,db
-0.01422213,0.00380701,0.24160538,1.58544732
-0.00392442,0.00020241,0.17671158,2.15141265
0.01465533,0.00231714,0.14892839,2.62785051
-0.05809788,0.02056505,0.19722742,2.40699633
-0.09273529,0.06234944,0.22619354,2.05448847
-0.09236377,0.05812908,0.2486304,2.15685658
-0.09035273,0.06033496,0.24868699,2.21126883
-0.08230758,0.07493821,0.2103538,2.24110972
-0.0769409,0.07628315,0.19011273,2.39207279
