ari,nmi,silhouette,db
-0.06566076,0.08993626,0.2420183,1.81295652
-0.01602392,0.10820214,0.154865,2.39195559
-0.06755152,0.07487305,0.18040485,2.43471767
-0.0662309,0.07618922,0.17891941,2.44063366
-0.06657784,0.07374088,0.17195352,2.56551931
-0.06479237,0.07345591,0.16634574,2.62054752
-0.06672618,0.07150411,0.16912262,2.63439445
-0.06690039,0.07341433,0.16954477,2.62573345
-0.07194349,0.07016727,0.17554891,2.58878527
