ari,nmi,silhouette,db
-0.07866204,0.07681262,0.19404571,2.38491715
-0.0779136,0.07513894,0.20960205,2.24918625
-0.07584689,0.08252301,0.22129914,2.12039063
-0.08110775,0.08474584,0.23844709,1.95759585
-0.07921914,0.08960547,0.24899924,1.80888572
-0.07583329,0.09302478,0.25887244,1.64529433
-0.04442094,0.10885088,0.28499845,1.46633556
-0.07739277,0.09148077,0.38854327,1.13817238
-0.08484616,0.08322077,0.45976176,0.96123816
