ari,nmi,sillhouette,db
-0.08915013,0.05440034,0.21104642,2.5442602
-0.0845158,0.05196028,0.2186671,2.4952569
-0.08144166,0.0435185,0.24668268,2.39605481
-0.08056102,0.03871287,0.25680681,2.48735055
-0.08314192,0.03840619,0.3086477,2.22300849
-0.06233032,0.01656906,0.33457983,2.47521191
-0.05965628,0.01362429,0.42562866,2.18884162
-0.05709595,0.01239611,0.53883791,1.85437504
-0.05345177,0.01133885,0.64510223,1.52565821
