ari,nmi,silhouette,db
0.52196708,0.40619057,0.33553926,1.38055973
0.41010111,0.30041017,0.29764378,1.55216371
0.29665555,0.20673153,0.31806164,1.41312046
0.26109034,0.17811427,0.31329979,1.444675
0.08331936,0.04413713,0.25339057,1.8815259
0.10621423,0.07730316,0.2636215,1.44550606
0.19841954,0.12703336,0.25528154,1.61301964
0.07093455,0.0325879,0.29949554,1.55377009
-0.01682092,0.00565666,0.4185689,1.0809190
