ari,nmi,silhouette,db
0.67091484,0.55161968,0.37282568,1.21767657
0.65932997,0.53910615,0.40798929,1.13658497
0.64695848,0.54237478,0.44922617,1.03137775
0.66432391,0.56117765,0.45914653,0.98192022
0.69438355,0.57746837,0.4720114,0.91560389
0.71116771,0.64534759,0.53414785,0.76681469
0.628419,0.57447847,0.58560012,0.63886448
0.65733666,0.61130847,0.59460502,0.61243674
0.65733666,0.61130847,0.61975211,0.57531918
