ari,nmi,sillhouette,db
-0.00327286,0.00580066,0.22639515,2.13891079
0.01896926,0.02369022,0.20026539,2.27735286
0.04870968,0.05647647,0.22539881,2.17348545
0.06805207,0.09045873,0.26720019,2.0342849
0.06293239,0.07670074,0.27315857,1.95525522
0.03243453,0.08454735,0.37269552,1.72963983
0.00869005,0.05593338,0.43369743,1.49930557
0.01908609,0.08063108,0.47479609,1.37878721
0.01353601,0.091065,0.55777949,1.03646513
