ari,nmi,silhouette,db
0.01087192,0.01309016,0.15054707,2.31071003
0.01607332,0.01678495,0.15571268,2.275385
0.00855145,0.01174173,0.16260564,2.20521959
0.00855145,0.01174173,0.16855078,2.15231372
0.01087079,0.01275967,0.17263499,2.13389354
0.00642137,0.01118536,0.1965178,2.02867533
0.01607902,0.01851787,0.19251128,2.04776844
0.0629126,0.04724327,0.2225457,1.80798783
0.04870633,0.03694831,0.28371477,1.40114224
