ari,nmi,silhouette,db
0.00112489,0.00631426,0.17587943,2.37823685
0.02209593,0.0478016,0.25303799,2.13286309
0.09636548,0.10227377,0.25010745,1.90097575
-0.004408,0.00225231,0.28142784,1.74692541
0.02880849,0.07440443,0.36149297,1.50646647
0.02880216,0.0694571,0.35382624,1.41221874
0.04435269,0.05684663,0.26151573,1.6928359
-0.00021531,0.01038146,0.277488,1.9148951
0.00864119,0.0316419,0.37725586,1.52152693
