ari,nmi,silhouette,db
0.00278578,0.02005781,0.23935912,1.97002807
-0.00392035,0.00453451,0.23314112,1.95030999
0.00854693,0.01053597,0.16038762,2.07412075
0.00445923,0.00742118,0.17036655,1.99020817
0.01607168,0.0160693,0.18903995,1.86886295
0.01087325,0.01344102,0.2119329,1.71372009
-0.00249715,0.00300558,0.25772466,1.48675683
-0.00443567,5.7e-07,0.33758668,1.17022501
-0.00396246,2.654e-05,0.48224659,0.7745308
