ari,nmi,sillhouette,db
0.00235224,0.00197458,0.00379766,15.40519186
0.0008678,0.00090386,0.00426052,14.63585423
0.00115482,0.0011108,0.00483666,13.79724602
-0.00038487,0.0,0.00507901,13.46849105
-0.00037535,6.83e-06,0.00610306,12.34642276
-0.00038424,4.3e-07,0.00757747,11.13727871
-0.00038239,1.71e-06,0.01006153,9.70730844
-0.00024667,9.778e-05,0.01484029,8.02967138
-0.00024667,9.778e-05,0.02867476,5.68410043
