ari,nmi,sillhouette,db
0.02723622,0.02026167,0.00818534,10.61739019
0.01774338,0.01311239,0.00776695,10.97948231
0.01311263,0.00977651,0.00768077,11.03830115
0.00419913,0.00330831,0.00883405,10.31782228
0.00704069,0.00536585,0.01057901,9.45008034
0.00235241,0.00197583,0.01297289,8.51703997
0.00167566,0.00148637,0.0172082,7.40050198
0.00977707,0.00743427,0.01738571,7.32085969
0.0108885,0.00815674,0.03158008,5.38188147
