ari,nmi,silhouette,db
-0.00026887,8.367e-05,0.01635268,7.61198443
-0.00017091,0.00015426,0.008888,10.28360046
-0.00019283,0.00013844,0.00627323,12.23021094
-0.00032344,4.303e-05,0.00490475,13.6408215
-0.00031959,4.363e-05,0.00411028,14.7821251
-0.00036963,3.98e-06,0.0034389,15.83883706
-0.00034777,2.153e-05,0.0029934,16.76341811
0.00038254,0.00055382,0.00272468,17.79220791
0.00174894,0.00155282,0.00246091,18.62660639
