ari,nmi,silhouette,db
4.668e-05,0.00031126,0.01604102,7.68125403
-9.823e-05,0.00020673,0.0149961,7.94307611
-0.0002137,0.00012342,0.01003397,9.70945167
0.02958312,0.02178852,0.01090528,9.28116912
0.02189413,0.01616291,0.01443228,8.07781646
0.02212391,0.01630144,0.01230555,8.75630843
0.02009397,0.01481756,0.01058758,9.42928581
0.02596932,0.01910876,0.0095584,9.91553849
0.02931736,0.02159654,0.00921177,10.07499761
