ari,nmi,silhouette,db
-0.00028483,7.215e-05,0.01631852,7.62858659
-0.00032571,4.268e-05,0.00867828,10.41777095
0.01515067,0.01125571,0.0122251,8.79515308
0.01652173,0.01223156,0.0092577,10.07704356
0.01943869,0.0143418,0.00818506,10.69721479
0.01795116,0.01326334,0.00682982,11.67498671
0.02053745,0.01517782,0.00843223,10.5399381
0.02235549,0.01647734,0.00747862,11.15789382
0.02353221,0.01744234,0.00724389,11.33481753
