ari,nmi,sillhouette,db
0.4324783,0.33737819,0.16005441,2.19384866
0.43244142,0.33687818,0.16014473,2.21004933
0.36644392,0.28110475,0.16582237,2.27615794
0.05997081,0.04844573,0.15317601,2.18314642
0.03073065,0.02603304,0.19710023,2.01824361
-0.00355083,0.00024132,0.33340801,1.29861582
0.05166475,0.0704959,0.36081057,1.34607508
-0.00355083,0.00024132,0.66086917,0.53507496
0.05166475,0.0704959,0.59219253,0.75257862
