ari,nmi,sillhouette,db
0.02254945,0.01501675,0.55739937,0.60614042
0.12777208,0.0921753,0.35279219,1.13221767
0.23583422,0.17550751,0.33371392,1.28944573
0.37559743,0.28827717,0.26931579,1.51458818
0.48270767,0.38819069,0.26018605,1.57993738
0.42268126,0.3284817,0.2331701,1.68388008
0.38475987,0.2962203,0.21747961,1.81526916
0.38467166,0.29832651,0.21426241,1.82599264
0.43224394,0.34505839,0.19860158,1.90440539
