ari,nmi,silhouette,db
0.00172414,0.08181043,0.35337819,1.28537762
0.01003774,0.18562579,0.31347065,1.36697268
0.0100354,0.18570333,0.29068583,1.46190341
0.01067061,0.18387128,0.29054427,1.48486912
0.01016679,0.1849554,0.28600432,1.4770715
0.01010216,0.18449007,0.2879819,1.46748102
0.0100354,0.18570333,0.28994266,1.44830698
0.01042416,0.18689248,0.29663925,1.4332774
0.01019908,0.18603683,0.29738239,1.4339816
