ari,nmi,silhouette,db
0.01089958,0.17882401,0.23595937,1.79085615
0.01000553,0.18454409,0.20139921,1.94751511
0.00186873,0.08296993,0.3250413,1.37093661
0.00163102,0.08362345,0.26731139,1.62910051
0.00902498,0.17239844,0.1263877,2.75677764
0.00184636,0.08324958,0.41322953,1.08098834
0.00184636,0.08324958,0.39991303,1.1099332
0.00952651,0.18544448,0.22437638,1.85173347
0.00974597,0.18715132,0.30545162,1.36544752
