ari,nmi,sillhouette,db
0.0100354,0.18570333,0.28227537,1.50115039
0.01013378,0.18628403,0.25641354,1.63515597
0.01010222,0.18609083,0.22268371,1.84503307
0.00184636,0.08324958,0.30329804,1.52534623
0.00184636,0.08324958,0.34247758,1.37658225
0.00184636,0.08324958,0.40000948,1.19932963
0.00186873,0.08296993,0.44220676,1.04351931
0.00182101,0.08345192,0.45524188,1.02005507
0.00143931,0.08169281,0.33716968,1.40410826
