ari,nmi,silhouette,db
0.01082312,0.18443007,0.32435902,1.37824663
0.01064757,0.17677402,0.29596006,1.49760352
0.01009633,0.17944528,0.30671924,1.42480245
0.01004542,0.18120403,0.3033965,1.42841748
0.01022015,0.18239798,0.29166016,1.47031006
0.01003043,0.18007566,0.28344685,1.50318887
0.01013451,0.18387397,0.29501754,1.45132323
0.01016693,0.18084916,0.27914514,1.53067027
0.01025979,0.18306858,0.29370793,1.45638196
