ari,nmi,silhouette,db
-1.05e-05,0.06856428,0.36104451,1.92297172
0.0061557,0.13169743,0.09571839,2.96093911
0.00800424,0.15114389,0.10982845,2.78880369
0.0090965,0.16986748,0.12823448,2.64288057
0.01044755,0.17751332,0.12937063,2.6257474
0.01030879,0.1705786,0.13821506,2.49365389
0.01090418,0.1749987,0.15272899,2.33160887
0.01102527,0.17916953,0.18873308,2.09042178
0.01047643,0.18340644,0.23749969,1.74707336
